Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
1260,Institute for Water of the Republic of Slovenia,Piran 2,SI,Mediterranean Sea,80,Urban,Pebbels,20130722,Cleanup,,13.57598192,45.52751744,13.57532019,45.52806873,63,5,0,6,4,10,0
1261,?ista obala Slovenia,Belveder - Bele skale,SI,Mediterranean Sea,1215,Rural,Pebbels,20140510,Cleanup,,13.64067866,45.53267674,13.62542762,45.5350967,1141,45,6,42,156,464,0
1262,DeFishGear - Slovenia,MLW Month_Izola,SI,Mediterranean Sea,103,Urban,Pebbels,20160917,Monitoring,,13.64411938,45.53189938,13.64530111,45.53231171,3060,14,7,10,132,14,15
1263,HCMR@School,????? ????. ??. ??????????,GR,Mediterranean Sea,105,,,20151016,Cleanup,,25.73326912,35.00537244,25.73219711,35.00565256,300,0,9,32,96,14,0
1264,Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20170830,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,10,4,0,1,8,0,0
1265,Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170915,Cleanup,,7.4527897,46.97100972,7.452812226,46.97084834,6,0,0,0,8,0,1
1266,Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20180927,Monitoring,,28.64498,44.0462,28.64536,44.0453,2043,57,159,298,552,192,1
1267,Independent,Formby Beach,UK,North-east Atlantic Ocean,1362,Rural,Sandy,20190214,Cleanup,,-3.098766304,53.56642256,-3.092082265,53.57800981,330,4,9,0,4,26,0
1268,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170627,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,193,2,0,7,56,975,0
1269,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160715,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,389,47,7,17,0,3,174
1270,Swiss Litter Report,Zürichsee_Küsnachterhorn_Thirkell-WhiteJ,CH,,14,,,20170526,Cleanup,,8.576860181,47.3176849,8.576951828,47.31757357,45,3,0,6,16,6,0
1271,Independent,chernomorski solnizi,BG,Black Sea,2332,Urban,Sandy,20150905,Cleanup,,27.48449735,42.5105809,27.49209964,42.53080422,502,29,15,78,37,4,1
1272,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20170422,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,224,4,0,29,268,9,0
1273,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180225,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,6,0,0,1,0,0,0
1274,Legambiente Onlus,"Lido di Macchia - Porto degli Argonauti, Pisticci (MT)",IT,Mediterranean Sea,100,,,20170425,Monitoring,,16.81463,40.332,16.81563,40.332,205,73,7,11,57,22,0
1275,Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,Mediterranean Sea,100,,,20150426,Monitoring,,10.26933,43.78172,10.27033,43.78172,2952,6,41,91,320,26,0
1276,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20170626,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,704,15,13,30,144,3,2
1277,Surfrider Foundation Europe,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",FR,North-east Atlantic Ocean,73,,,20150402,Cleanup,,-2.19003,48.5973,-2.18903,48.5973,0,0,0,0,24,0,0
1278,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170715,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,40,8,1,14,40,0,3
1279,Surfrider Foundation Europe,"salle des fetes, 63320 Chidrac, France",Int,,78,,,20150321,Cleanup,,3.14399,45.5536,3.14499,45.5536,230,1,10,0,240,150,0
1280,"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Kazarba,GR,Mediterranean Sea,90,,,20161002,Monitoring,,22.768865,37.387326,22.769865,37.387326,38,0,1,0,5,9,0
1281,Surfrider Foundation Europe,"75 Rue de la Roche Bonneau, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150503,Cleanup,,-1.92615,46.6818,-1.92515,46.6818,160,4,8,0,20,0,0
1282,DeFishGear - Slovenia,Fiesa-Pacug MLW Month,SI,Mediterranean Sea,108,Urban,Pebbels,20141201,Cleanup,,13.58521674,45.52614743,13.58383272,45.5260873,114,5,2,5,20,5,0
1283,Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170723,Cleanup,,7.462960549,46.93102012,7.462813345,46.9311636,7,0,0,0,0,0,0
1284,Independent,silver strand 1000,IE,North-east Atlantic Ocean,446,,,20150711,Cleanup,,-9.885489777,53.64597936,-9.888752115,53.64950231,4,0,0,0,0,0,0
1285,Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170827,Cleanup,,8.51861224,47.34305542,8.518661337,47.34333052,0,0,0,0,0,0,0
1286,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170525,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,5,4,0,3,0,0,0
1287,Independent,Murlough Nature Reserve,UK,North-east Atlantic Ocean,334,Rural,Other (mixed),20190103,Cleanup,,-5.853724091,54.23134566,-5.849280223,54.23289746,28,0,2,0,0,1,0
1288,Swiss Litter Report,rhein_domatems_foppa_f,CH,,42,,,20170730,Cleanup,,9.447638679,46.83803746,9.447092503,46.83809154,14,0,1,0,0,26,0
1289,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170715,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,57,0,0,4,24,499,0
1290,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170730,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,39,1,0,9,60,1,0
1291,Legambiente Onlus,"Spiaggia di Pioppi, Salerno (SA)",IT,Mediterranean Sea,100,,,20160514,Cleanup,,15.08983,40.17386,15.09083,40.17386,91,16,6,73,20,4,0
1292,Independent,silver strand 1000m,IE,North-east Atlantic Ocean,424,,,20160622,Cleanup,,-9.886352561,53.64596686,-9.888825106,53.64948881,9,0,0,0,0,0,0
1293,DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20160225,Monitoring,,13.51944309,45.50170535,13.52054816,45.50133172,11,0,0,0,0,0,0
1294,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150726,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,18,0,0,4,4,11,1
1295,Swiss Litter Report,Rhein_Basel,CH,,58,,,20170524,Cleanup,,7.601085634,47.55680179,7.6003116,47.55679183,59,0,0,5,40,17,0
1296,Surfrider Foundation Europe,"5 Calle Párroco Don Claudio Rodal Fandiño, 36794 Oya, Espagne",ES,North-east Atlantic Ocean,83,,,20150322,Cleanup,,-8.87742,42.0034,-8.87642,42.0034,0,4,0,0,60,3,0
1297,Black Sea NGO Network,Ropotamo,BG,Black Sea,99,,,20180403,Cleanup,,27.75222316,42.32642378,27.75335518,42.32674128,38,0,0,0,0,0,0
1298,Independent,ste Anne,FR,North-east Atlantic Ocean,101,Urban,Other (mixed),20160506,Cleanup,,-3.509248229,48.82680058,-3.510000559,48.82755956,442,10,0,21,36,72,2
1299,Surfrider Foundation Europe,"12 Lungomare Colombo, 86039 Termoli, Italie",IT,Mediterranean Sea,83,,,20160320,Cleanup,,14.996,42.0049,14.997,42.0049,175,0,0,0,20,10,0
1300,Independent,Marathonas,GR,Mediterranean Sea,702,Rural,Sandy,20171014,Cleanup,,24.04963013,38.14308922,24.04174167,38.14299662,2189,20,10,6,0,30,0
1301,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20170917,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,9,0,0,5,20,10,0
1302,Perseus,Port des Canonge,ES,Mediterranean Sea,82,Urban,Pebbels,20150629,Cleanup,,2.554498935,39.70007968,2.555432344,39.69994761,148,0,3,0,0,0,0
1303,Independent,pors mabo,FR,North-east Atlantic Ocean,100,Rural,Sandy,20160512,Cleanup,,-3.56341502,48.75970651,-3.564666541,48.76007415,132,10,0,5,0,18,1
1304,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180322,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,2,0,0,0,0,0,0
1305,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171230,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,11,0,2,5,20,0,0
1306,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20170502,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,29,4,0,6,16,62,0
1307,Independent,obzor detski lager,BG,Black Sea,2805,Near river mouth,Sandy,20150904,Cleanup,,27.88897856,42.80734896,27.89656751,42.78272613,439,43,13,98,101,18,3
1308,Plastic Change,Hellerup Strand,DK,North-east Atlantic Ocean,272,,,20190325,Cleanup,,12.58251582,55.73191802,12.58254951,55.7343648,141,5,4,14,24,3,0
1309,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170726,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,0,0,0,10,4,0,0
1310,Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170913,Cleanup,,9.358074695,47.43329174,9.358549716,47.43350793,16,0,1,0,0,2,0
1311,UkrSCES Institution,Sand spit,UA,Black Sea,105,Near river mouth,Sandy,20170531,Monitoring,,30.31485,45.949308,30.3156,45.950097,203,17,4,15,61,72,2
1312,Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20171026,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,11,1,1,2,44,4,0
1313,Legambiente Onlus,"Spiaggia di Isola Varano, Ischitella (FG)",IT,Mediterranean Sea,100,,,20170427,Monitoring,,15.77989,41.91861,15.78089,41.91861,4907,60,0,35,241,41,5
1314,"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20180419,Monitoring,,12.57666753,55.55767488,12.57508718,55.55761141,46,1,5,21,0,1,2
1315,Surfrider Foundation Europe,"3 Urbanitzacio Arenals Mar Sector 1, 17256 Pals, Espagne",ES,Mediterranean Sea,83,,,20150329,Cleanup,,3.20001,41.9958,3.20101,41.9958,19,0,0,0,0,5,0
1316,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20180219,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,4,4,0,0,0,0,0
1317,Legambiente Onlus,Spiaggia La Plaja in localit? Aspra Bagheria (PA),IT,Unknown,100,,,20180429,Monitoring,,0.000121194,0.000342279,0.000121203,0.000342279,365,184,27,104,424,10,1
1318,Surfrider Foundation Europe,"30B Rue Mor Bras, 56190 Ambon, France",FR,North-east Atlantic Ocean,75,,,20150328,Cleanup,,-2.5056,47.5237,-2.5046,47.5237,239,0,14,0,32,2,0
1319,Independent,Lahta,RU,Baltic Sea,101,Urban,Sandy,20180428,Monitoring,,30.14613631,59.98820692,30.14434411,59.9880998,285,21,110,14,148,152,0
1320,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20150320,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,151,5,3,22,48,1,1
1321,Swiss Litter Report,rhein_domatems_foppa_f,CH,,42,,,20171005,Cleanup,,9.447638679,46.83803746,9.447092503,46.83809154,16,0,1,0,12,5,0
1322,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20170521,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,159,0,7,15,116,90,0
1323,Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20171004,Cleanup,,8.717210402,47.69152541,8.715379336,47.69072451,2,0,0,0,0,1,0
1324,Independent,Neptune beach,UK,North-east Atlantic Ocean,88,Rural,Sandy,20140220,Cleanup,,1.211454517,52.94556089,1.210135095,52.94565793,198,0,11,0,0,0,0
1325,Independent,Clevedon,UK,North-east Atlantic Ocean,497,Urban,Sandy,20150510,Cleanup,,-2.864061413,51.44071725,-2.867805707,51.43689271,5,0,0,0,0,0,0
1326,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20171016,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,184,0,0,15,216,0,1
1327,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20171118,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,0,0,0,0,0,0,0
1328,Surfrider Foundation Europe,"Strand Elmenhorst, 18119 Elmenhorst, Allemagne",DE,Baltic Sea,64,,,20150323,Cleanup,,11.9981,54.1748,11.9991,54.1748,121,0,1,0,16,0,0
1329,Independent,long beach cork 100m,IE,North-east Atlantic Ocean,155,,,20150406,Cleanup,,-8.956641353,51.55245631,-8.955597061,51.55122045,12,0,1,0,4,0,0
1330,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20171130,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,5,0,0,1,44,2,0
1331,Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20171227,Cleanup,,9.340103749,47.42516095,9.340115386,47.42503771,12,0,2,5,64,81,0
1332,UK Marine Conservation Society,Langland Bay,UK,North-east Atlantic Ocean,68,,,20160917,Monitoring,,-4.013185666,51.56783504,-4.012185666,51.56783504,436,15,9,574,106,9,0
1333,Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20170925,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,23,6,0,3,8,1,0
1334,Swiss Litter Report,greifensee_fällanden_meistery,CH,,57,,,20170606,Cleanup,,8.653722816,47.36093814,8.653419634,47.36140592,102,8,1,13,112,10,0
1335,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20170819,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,11,0,0,2,12,53,0
1336,Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20171019,Cleanup,,7.657882391,46.7044368,7.658185572,46.70428087,8,4,0,2,0,3,0
1337,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170529,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,46,4,3,21,56,1,0
1338,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170831,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,45,8,0,6,24,0,0
1339,Surfrider Foundation Europe,"113 Passeig Marítim de la Patacona, 46120 Alboraia, Espagne",ES,Mediterranean Sea,87,,,20150322,Cleanup,,-0.323816,39.4949,-0.322816,39.4949,2175,0,64,0,56,55,0
1340,Independent,krapetz,BG,Black Sea,5850,Rural,Sandy,20150902,Cleanup,,28.56499841,43.69553762,28.57414301,43.64330918,954,12,24,53,54,17,0
1341,Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20171021,Cleanup,,7.452585674,46.97096722,7.451389792,46.97080631,8,0,1,4,0,0,0
1342,NIMRD Grigore Antipa,Eforie Nord - Eforie Sud,RO,Black Sea,6257,Urban,Sandy,20180613,Cleanup,,28.65947144,44.02098489,28.63835732,44.07519954,114,18,0,4,0,4,0
1343,Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170629,Cleanup,,8.857837298,46.69827386,8.857601957,46.69822323,10,0,0,2,8,6,0
1344,Independent,playa de los arenales,ES,North-east Atlantic Ocean,228,Urban,Sandy,20161205,Cleanup,,-8.936663892,42.60356129,-8.935565343,42.60167184,348,0,7,0,0,18,0
1345,Legambiente Onlus,Piri Piri Maruggio (TA),IT,Unknown,100,,,20180427,Monitoring,,0.000157361,0.000361976,0.00015737,0.000361976,478,6,0,24,24,13,6
1346,Independent,clogherhead 1000m louth,IE,North-east Atlantic Ocean,728,,,20150715,Cleanup,,-6.231634643,53.788766,-6.237113103,53.78306094,5,0,0,1,0,0,0
1347,UK Marine Conservation Society,Sand Bay,UK,North-east Atlantic Ocean,69,,,20160917,Monitoring,,-2.961770296,51.37673635,-2.960770296,51.37673635,1365,34,13,29,56,13,0
1348,Surfrider Foundation Europe,"corniche JOHN F  KENNEDY , 13008 MARSEILLE, France",FR,Mediterranean Sea,81,,,20150413,Cleanup,,5.35794,43.2683,5.35894,43.2683,138,9,2,0,36,6,0
1349,Independent,praia da torre,PT,North-east Atlantic Ocean,137,Near river mouth,Sandy,20151211,Cleanup,,-9.322929763,38.67603627,-9.323920711,38.6750824,3,0,0,0,0,0,0
1350,Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20170523,Cleanup,,10.319994,46.800876,10.320026,46.801537,2,0,0,1,4,0,0
1351,Independent,Chernomoretz,BG,Black Sea,2037,Rural,Other (mixed),20151004,Cleanup,,27.93081549,43.12380913,27.94030638,43.14078057,171,0,2,0,0,200,0
1352,Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20171227,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,2,0,0,0,4,2,0
1353,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20170822,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,15,4,1,35,52,0,0
1354,Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170819,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,935,31,6,64,1156,194,3
1355,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170629,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,28,4,0,5,12,22,0
1356,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20180310,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,12,4,0,3,16,23,2
1357,Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20170505,Cleanup,,8.8280292,47.67552363,8.828461852,47.67560242,3,0,2,1,4,2,0
1358,Swiss Litter Report,emme_luterbach_huggenbergerk,CH,,162,Urban,Other (mixed),20170930,Cleanup,,7.574014409,47.21194415,7.574838598,47.21059866,16,0,1,3,0,0,0
1359,Independent,alepu,BG,Black Sea,2779,Urban,Sandy,20160313,Cleanup,,27.72246797,42.34864091,27.71062972,42.37205899,267,20,5,17,120,11,0
1360,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170622,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,48,0,0,33,56,1,4
1361,Independent,Torvaianica Beach,IT,Mediterranean Sea,209,Near river mouth,Sandy,20160430,Cleanup,,12.42473518,41.64991284,12.42282792,41.65112351,325,0,21,0,0,48,0
1362,DeFishGear - Slovenia,Mesecev zaliv,SI,Mediterranean Sea,278,Urban,Pebbels,20170923,Cleanup,,13.60986331,45.53759857,13.61258844,45.53921425,937,5,29,4,108,271,0
1363,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20180227,Cleanup,,7.610348826,47.55821758,7.609944468,47.5580976,0,0,0,0,0,0,0
1364,Independent,shkorpilovzi,BG,Black Sea,2829,Near river mouth,Sandy,20150903,Cleanup,,27.89612338,42.97028162,27.90188219,42.94517333,1258,6,9,46,16,10,0
1365,Surfrider Foundation Europe,"1 Parco del Conero, 60020 Sirolo, Italie",IT,Mediterranean Sea,81,,,20150419,Cleanup,,13.617,43.5326,13.618,43.5326,1707,27,105,0,560,200,0
1366,Legambiente Onlus,Coccia di Morto beach,IT,Mediterranean Sea,86,Urban,Sandy,20161017,Monitoring,,12.21733,41.79949,12.217637,41.79875,3529,2,5,33,58,57,0
1367,DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20171123,Monitoring,,13.62293341,45.53586968,13.62184979,45.53643754,372,12,5,11,28,27,0
1368,Portuguese Association for Marine Litter - APLM,Cruz Quebrada,PT,North-east Atlantic Ocean,133,Urban,Sandy,20160917,Monitoring,,-9.251088476,38.69950269,-9.252579785,38.69970365,4271,24,12,113,227,106,0
1369,Swiss Litter Report,sihl_leimbach_kruegerm,CH,,99,Urban,Pebbels,20170622,Cleanup,,8.519119455,47.32543607,8.519485579,47.32629067,31,0,1,7,4,4,0
1370,Surfrider Foundation Europe,"D19A Saint-Vincent-sur-Jard, 85520 Saint-Vincent-sur-Jard, France",FR,North-east Atlantic Ocean,76,,,20150322,Cleanup,,-1.54662,46.4069,-1.54562,46.4069,150,0,0,0,0,10,0
1371,Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20170410,Cleanup,,8.513443532,47.39453926,8.5139733,47.3944089,107,2,2,5,28,2,0
1372,Legambiente Onlus,Cava dell'IsolaForio (NA),IT,Unknown,100,,,20180428,Monitoring,,0.000124502,0.000365855,0.000124511,0.000365855,861,4,4,0,16,16,0
1373,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20171129,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,127,0,0,0,0,0,0
1374,Swiss Litter Report,lacléman_vidy_santie,CH,,27,,,20170926,Cleanup,,6.589607778,46.51831778,6.589910971,46.51844939,114,8,3,4,8,43,0
1375,Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20170720,Cleanup,,8.23655808,47.49485534,8.236561215,47.49467313,39,4,1,5,16,0,0
1376,Legambiente Onlus,Spiaggia libera di Lago Patria - Castel Volturno (CE),IT,Unknown,100,,,20180408,Monitoring,,0.000125985,0.000367539,0.000125994,0.000367539,953,25,6,28,61,28,0
1377,Legambiente Onlus,Centro paese Roccella Jonica (RC),IT,Unknown,100,,,20180428,Monitoring,,0.000147364,0.000344239,0.000147373,0.000344239,42,0,0,3,0,0,0
1378,Swiss Litter Report,Grendelbach_Effretikon_DamboneC,CH,,14,,,20170508,Cleanup,,8.69070622,47.42564913,8.690891203,47.42564218,29,0,0,2,8,0,2
1379,Hold Danmark Rent,Islands Brygge Havnebad,DK,North-east Atlantic Ocean,104,,,20140510,Cleanup,,12.57824662,55.6688579,12.57722738,55.6681197,379,0,3,0,0,15,0
1380,Surfrider Foundation Europe,"17 Route de la Plage, 1165 Allaman, Suisse",FR,,76,,,20150726,Cleanup,,6.38858,46.462,6.38958,46.462,769,0,2,0,52,0,0
1381,Legambiente Onlus,"Spiaggia di Talamone, Orbetello (GR)",IT,Mediterranean Sea,100,,,20140518,Cleanup,,11.14967,42.56375,11.15067,42.56375,734,107,59,18,120,13,1
1382,Swiss Litter Report,Birs_basel_läderachs,CH,,28,Urban,Pebbels,20180324,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,12,0,0,12,0,7,0
1383,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170430,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,11,0,0,2,12,2,0
1384,Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,,101,,,20171025,Cleanup,,8.547368237,47.35939223,8.547258755,47.35849086,359,2,1,41,124,5,2
1385,Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170421,Cleanup,,7.524224708,47.19774949,7.524705807,47.19767494,9,0,0,3,0,0,1
1386,Independent,plastic prøve,DK,Baltic Sea,84,Rural,Sandy,20160810,Cleanup,,11.64994501,55.17335565,11.64946005,55.17406106,119,0,0,0,0,0,0
1387,Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20171226,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,27,0,47,0,24,16,0
1388,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20171015,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,1,0,0,0,16,8,0
1389,Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170831,Cleanup,,8.550474341,47.35395734,8.55053981,47.3544311,531,8,4,44,80,7,1
1390,Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20180131,Cleanup,,7.607008497,47.5036817,7.607005388,47.50400169,48,5,0,11,40,0,0
1391,Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20170521,Cleanup,,8.5323698,47.37314949,8.532494759,47.37329486,29,16,0,3,20,4,0
1392,Swiss Litter Report,lötschebach_bern_scheurerk,CH,,171,,,20180220,Cleanup,,7.492835886,46.96494599,7.493958992,46.96361098,6,0,0,0,0,7,0
1393,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20180127,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,10,0,0,0,8,36,0
1394,Independent,Ribeira,ES,North-east Atlantic Ocean,180,Urban,Sandy,20150606,Cleanup,,-8.985100815,42.54922415,-8.984414758,42.54768381,69,0,2,0,0,4,0
1395,Legambiente Onlus,"Spiaggia presso Laguna del Mort, Eraclea (VE)",IT,Mediterranean Sea,100,,,20160514,Monitoring,,12.73452,45.53119,12.73552,45.53119,313,11,2,3,112,12,0
1396,Surfrider Foundation Europe,"23 Route de Mousterian, 56860 S?n?, France",FR,North-east Atlantic Ocean,74,,,20150325,Cleanup,,-2.73878,47.606,-2.73778,47.606,75,0,0,0,8,30,0
1397,Surfrider Foundation Europe,"Zurriola San Sebasti?n, 20002 San Sebasti?n, Espagne",ES,North-east Atlantic Ocean,81,,,20150322,Cleanup,,-1.97762,43.3246,-1.97662,43.3246,3345,0,37,0,48,28,0
