CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Institute for Water of the Republic of Slovenia,Mesecev zaliv 2,SI,Mediterranean Sea,607810,Rural,Pebbels,20130920,Cleanup,,18.10837537,41.15706573,13.60926308,45.53748768,,,2,,,1,1,3,,,,,,,,,,5,,1,2,1,,5,1,,2,,1,,,,,,,,,,,8,,,,,,1,,,,,2,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Surfrider Foundation Europe,"MARINA DI CURINGA Strada Statale 18, 88022 CURINGA, Italie",IT,Mediterranean Sea,88,,,20150614,Cleanup,,16.2211,38.8385,16.2221,38.8385,,100,,,10,20,,10,,,,,,,,,,90,,,,,20,60,,,10,30,,20,,20,,,,,,,,,,,,10,,,,10,,,20,,,,,,,,,,10,5,,,,,200,,40,,,,,,,,,,,,60,,,,,10,,,,,,,,,,,,,,10,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,10,,,,,,,,20,,,
Legambiente Onlus,"Spiaggia di Steccato di Cutro, Crotone (KR)",IT,Mediterranean Sea,100,,,20160514,Cleanup,,16.91653,38.93238,16.91753,38.93238,,5,,,,,3,,,,,2,,,,,,15,,,,,1,,,,2,,,9,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,,,,,1,10,,,,,,,,,,,
Legambiente Onlus,"Spiaggia di Marzocca, Lungomare Italia, Senigallia (AN)",IT,Mediterranean Sea,100,,,20170424,Monitoring,,13.28966,43.67726,13.29066,43.67726,,7,,4,13,4,2,1,2,2,1,,,,,,,40,1,16,,,3,16,4,,,8,3,6,4,2,,,,,,,,56,,,1,4,,10,,3,,,,,,1,,,3,4,1,,4,1,,1,,,42,3,10,1,,,,1,,9,,,,,,,,,1,1,,,11,,,,,,,3,,1,4,1,1,,,,,,,,,,,,6,1,1,,4,1,1,,1,1,,,,,,,,1,6,,2,8,,,,,,,,,,1,,,,,1,1,4,,,,7,,,,6,1,,2
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20170411,Cleanup,,28.62236,44.28098,28.62222,44.28002,,10,171,49,12,10,,2,,,1,,,,,,,104,14,10,8,5,9,82,3,1,55,17,15,19,3,48,5,,,,,,,,,,1,31,,1,,2,,,,,,,,1,3,18,,,,,,46,1,,66,1,109,1,,,,6,,2,,,,,7,,,1,2,1,,,18,6,,,,,,,,,3,2,,,,,3,,,21,,2,,,1,2,,,,10,,,42,1,,,,,,1,,,11,,1,17,,,,,,1,,,,,228,1,,,231,1,76,1,,,3,,,,,2,,
Swiss Litter Report,Birskˆpfli Rusco,DE,,50,,,20171203,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,,0,0,,1,0,,0,,,1,,,,,,,0,0,1,0,0,0,4,0,,0,1,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,1,,,,,0,0,0,,,0,0,,,,,4,1,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,5,0,,,0,,,,0,,,1,,0,0,4,0,0,,,0,7,,,,25,0,0,0
Plastic Change,Svanem¯llen Strand,DK,North-east Atlantic Ocean,108,,,20190321,Cleanup,,12.58348968,55.71973462,12.58335494,55.72070228,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,2,1,1,3,2,0,6,0,0,0,3,0,1,6,2,0,0,0,0,,0,,,,,0,8,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,,5,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,4,2,2,0,0,1,0,0,0,0,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,4,0,0,0
Swiss Litter Report,Limmat_Unterengstringen_OggierB¸hrer,CH,,28,Urban,Other (mixed),20170614,Cleanup,,8.446933418,47.40940032,8.447313214,47.40940959,,1,0,,1,1,,0,,,0,,,,,,,1,0,0,0,1,1,11,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,0,0,1,2,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,1,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Independent,Tallinn Bay (Tallinna Lahe osa),EE,Baltic Sea,802,Urban,Other (mixed),20170506,Cleanup,372,24.66896179,59.463008,24.68302888,59.46416365,1,28,131,7,23,12,,45,1,1,3,1,1,1,1,1,1,106,1,18,8,1,12,437,1,1,67,1,1,1,26,7,1,1,1,7,1,1,1,0,1,1,1,3,1,6,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,8,83,1,86,9,28,,,,,,,,,,,2,17,,,1,3,,,,112,,,1,,2,1,,,14,8,,10,,1,,,,,38,,,,1,12,4,1,,11,,,,,,,,,,,3,5,1,4,,,20,,,,,,2,,,,,6,,1,2,61,1,6,,,,,,,5,888,14,,1
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20160412,Cleanup,,28.62236,44.28098,28.62222,44.28002,,,221,5,18,13,3,1,3,1,,4,,,,,,77,2,6,5,,1,36,4,,,,5,17,4,27,1,,1,1,,,,,,,,65,,1,,,,,,,,,,,6,,,,1,,,41,,,196,,9,,,,,,,1,,,,,18,,,1,1,1,,,55,,,,,,,1,,,6,3,,,,1,7,,,34,,6,1,1,1,1,,,,16,5,,43,,,,,,,,,,7,1,,12,,,,,,1,,,,,22,,,,13,,50,,1,1,14,,,,,,1,
Independent,Warrenpoint Harbour,UK,North-east Atlantic Ocean,10,Urban,Other (mixed),20171011,Cleanup,,-6.255251981,54.10038847,-6.255111954,54.10042028,,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,TTAKKAS BEACH,CY,Mediterranean Sea,104,Urban,Rocky,20180419,Cleanup,,32.35729408,35.0483856,32.3563768,35.04891497,3,7,17,59,40,21,,27,,1,2,,,,,,4,125,3,24,14,4,6,209,2,,13,3,,15,6,89,,,14,21,,,,,,,25,23,,,,2,,1,3,2,,,,1,33,,,,,,,,,,88,33,8,2,,,,,,3,,,1,,,,,,,,,,65,2,,,5,1,8,12,2,26,32,14,,,,,30,,1,16,7,13,2,8,11,7,12,,75,86,,,,,,,1,2,,8,5,,37,2,29,52,,,,5,,,,,,2,12,,,2,30,1,232,,,2,3,,1,1,71,16,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_1,CH,,23,,,20170502,Cleanup,,8.418568937,47.04453213,8.418664934,47.04472764,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,3,0,2,0,,,,0,,0,0,0,,1,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,sihl_leimbach_kruegerm,CH,,99,Urban,Pebbels,20180326,Cleanup,,8.519119455,47.32543607,8.519485579,47.32629067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,4,,,1
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171027,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,6,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,Cala Murgita,ES,North-east Atlantic Ocean,405,Urban,Rocky,20140916,Cleanup,,-1.948034847,43.33215578,-1.945543296,43.32899348,,22,,,15,,,20,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,Ladram Bay,UK,North-east Atlantic Ocean,160,,,20150328,Cleanup,,-3.280212053,50.65810185,-3.278261291,50.65886133,,2,0,,5,2,,0,,,,,,,,,,7,,,,,,0,,,6,,,,0,0,,,,,,,,0,,,,2,,21,1,37,,,,,,,,,,,,,,,,0,0,,,,12,,,,,,,,,,,,0,1,,,,,,,0,1,,,1,,,,,,,,,,,,0,,,2,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,
DeFishGear - Slovenia,Seca 2 - Lucija,SI,Mediterranean Sea,392,Urban,Other (mixed),20141201,Cleanup,,13.58826373,45.49990239,13.5900018,45.50321108,,75,,,2,30,,50,5,,,,,,,,,45,,,,30,1,250,,,,5,,,35,30,,,,,,,,,,,,10,,10,,,,,5,,,,,,,,,,,,,,,,250,,100,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,3,1,,,,,,,1,,5,2,,,,,10,,,,50,,,,2,,,,10,,,,,,30,,35,57,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170508,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institute for Water of the Republic of Slovenia,Mesecev zaliv 2,SI,Mediterranean Sea,607810,Rural,Pebbels,20130823,Cleanup,,18.10837537,41.15706573,13.60926308,45.53748768,,,,,1,1,,5,1,1,,,,,,,,6,,5,1,,1,127,,,3,,,,1,3,,,,,,1,,15,,,,2,,,,,,,,,,,,,,,,,2,,,3,18,,,,,,,,,,,3,1,,,,4,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,
Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20180228,Cleanup,,7.488301149,46.9235719,7.488904817,46.92352772,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,1,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Independent,durankulak,BG,Black Sea,249,Rural,Sandy,20151203,Cleanup,,28.56580627,43.69637225,28.56424458,43.6944412,7,15,6,3,13,19,1,9,4,3,,1,,1,1,1,,22,,,8,2,,102,,,13,1,,175,,11,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,49,5,,,,,,,,,,3,,,,2,2,,,,,,,1,,,,,,4,,,,,2,2,2,,,,1,,,4,,2,,,2,1,7,,3,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,4,,2,,7,,1,,,,,,,,,
Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20180112,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,7,,,
Perseus,Mangalia sulphorous gulf,RO,Black Sea,2097,Urban,Sandy,20141007,Cleanup,,28.59268442,43.82811717,28.58947249,43.80938513,,2,3,,0,0,,0,,,,,,,,,,10,,,,,,206,,,5,,,,7,6,,,,,,,,0,,,,4,,0,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,0,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180322,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,1,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,2,0,0,,,0,0,,,,2,0,0,0
Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20180329,Cleanup,,7.607008497,47.5036817,7.607005388,47.50400169,,,2,,1,,,,,,,,,,,,,1,,,,,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,Lido Mappatella Lungomare Caracciolo Napoli (NA),IT,Unknown,100,,,20180423,Monitoring,,0.000127845,0.000366801,0.000127854,0.000366801,,5,6,,8,,,,,,,,,,,,,43,,17,55,,,166,,,,5,,12,,36,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,195,3,,,6,,,,6,,,,,,,,,5,,4,,,,,,,,,,2,,,,,,,20,,2,,,,,,36,,,31,,,18,,,,,,,,,,,,,,,,,,,,16,,,,,,,,139,,8,
Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180622,Cleanup,,11.99125,55.683035,11.99203,55.682251,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,San Cataldo  Est della Foce del torrente Pinto Trappeto (PA),IT,Unknown,100,,,20180424,Monitoring,,0.000117431,0.000342121,0.00011744,0.000342121,1,5,2,,3,53,37,8,5,7,2,5,,,2,7,1,25,7,8,15,,2,5,3,2,7,2,7,2,3,4,1,1,,,,,,1,,,5,,,2,1,1,,,2,1,,,,5,1,,,,,3,,8,,,25,8,12,2,,,,,,,1,,3,,7,3,,,,2,,1,27,,,,3,1,,,,,3,,3,,,2,,,,3,1,,4,2,,1,,,3,,,,,,,,2,,,15,4,4,13,2,,4,,1,,,,,,,,,2,1,4,,3,8,5,,,,6,,,,5,2,,
Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170930,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,,12,3,,4,1,,2,,,0,,,,,,,3,0,1,0,0,1,16,0,,17,0,0,3,0,0,,0,,,,,,,,,0,2,0,,,,,,1,,,,,0,0,17,,,0,0,,,,,0,0,12,0,,,,0,,1,0,0,,0,0,0,,,0,0,2,,0,4,1,,0,,,0,,0,0,2,0,,,,2,,0,0,1,,,0,2,1,1,0,6,5,0,0,,,,,0,,3,0,1,,0,0,0,4,0,,,1,,,,0,,,0,,0,3,2,0,2,,,0,0,,,,0,0,0,0
Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20170409,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,,,4,,,,,,,,,,,,,,,,,,,,,12,,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,,,,16,8,1,,,1,3,,,,5,,,
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20170419,Monitoring,,12.57666753,55.55767488,12.57508718,55.55761141,,1,6,,,,,3,,,,,,,,,1,2,,,2,,,2,,,7,,1,3,,1,,,,,,,,,,,,8,,,,,,,,,,,,,2,2,,,4,,,8,,,25,,,6,,,,1,,,,,,,2,2,,,,,,,,1,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,9,2,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,12
Surfrider Foundation Europe,"D82 Messanges, 40660 Messanges, France",FR,North-east Atlantic Ocean,80,,,20150412,Cleanup,,-1.40451,43.8161,-1.40351,43.8161,,100,,,8,15,,50,,,,,,,,,,50,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,5,,,,,25,,25,,,,,,,,,,,,20,,,,,20,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180129,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,,5,17,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,
Swiss Litter Report,lˆtschebach_bern_scheurerk,CH,,171,,,20180314,Cleanup,,7.492835886,46.96494599,7.493958992,46.96361098,,0,2,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,3,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,1,,0,0,0,,0,0,0,,,0,0,3,,1,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,1,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,1,,,0,0,,,,2,0,0,0
Perseus,Ammos Beach Mamaia,RO,Black Sea,447,,Sandy,20150426,Cleanup,,28.62298962,44.28253854,28.62244442,44.27853049,,2,2,,3,3,,1,,,,,,,,,,2,,,,,,6,,,2,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20180329,Cleanup,,8.553682053,47.27269458,8.553417376,47.27282803,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180111,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170814,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,,0,0,,0,0,,1,,,0,,,,,,,0,0,0,0,0,0,19,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,4,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,1,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,1,0,1,0,0,,,,,0,,0,0,0,,3,0,1,0,0,,,0,,,,0,,,0,,0,0,0,1,0,,,0,0,,,,0,0,0,0
Surfrider Foundation Europe,cala murgita,ES,North-east Atlantic Ocean,147,Rural,Rocky,20150911,Cleanup,,-1.95051569,43.33287813,-1.948787199,43.33247799,,19,,,18,,,18,,,,,,,,,,16,,,,,,1,,,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,3,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,18,,,
Perseus,Mangalia sulphorous gulf,RO,Black Sea,2097,Urban,Sandy,20140616,Cleanup,,28.59268442,43.82811717,28.58947249,43.80938513,,0,3,,4,0,,3,,,,,,,,,,7,,,,,,7,,,7,,,,5,8,,,,,,,,0,,,,1,,1,,,,,,,,,,,,,,,,,,1,92,,,,0,,,,,,,,,,,,0,,,,,,,,33,,,,,,,,,,,,,,,,,,,43,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20170806,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,15,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,4,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,1,0,0,,,1,0,0,0,2,0,1,0,0,,,,,0,,0,0,0,,0,0,1,1,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,2,0,1,0
Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20170617,Cleanup,,8.8280292,47.67552363,8.828461852,47.67560242,,,,,,,,,,,,,,,,,,,,,,,,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,
Independent,maez an aod,FR,North-east Atlantic Ocean,99,Rural,Sandy,20160513,Cleanup,,-3.550798347,48.73539724,-3.550320539,48.73622913,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,3,,,17,,20,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20171007,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,1,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,1,,,,0,,,0,,1,0,0,0,0,,,0,0,,,,0,0,0,0
Independent,warrenpoint seaview,UK,North-east Atlantic Ocean,180,Urban,Other (mixed),20171012,Cleanup,,-6.248559551,54.0986223,-6.246318246,54.09957975,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Surfrider Foundation Europe,"34 Passeig de Sant Joan Baptista de la Salle, 08330 Premi? de Mar, Espagne",ES,Mediterranean Sea,84,,,20150322,Cleanup,,2.34835,41.4857,2.34935,41.4857,,8,6,,14,,,7,,,,,,,,,,,,,,,3,46,,,10,30,2,,3,,,,,,,,,,,,,5,,,,3,,,3,,,,,,,,,,,,,,,,5,,15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,7,,2,,,,,,,,12,,,
